Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2011-11-02 13:45:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,TARAVAL,NONE,9TH AV / IRVING ST,-122.466309668238,37.7640368477306
2009-01-07 23:24:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495
2005-03-08 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,RICHMOND,NONE,8TH AV / FULTON ST,-122.465882650262,37.7733973257951
2005-08-22 06:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Monday,BAYVIEW,NONE,VERMONT ST / 17TH ST,-122.404499252334,37.764664459959896
2005-06-16 22:46:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,MISSION,NONE,23RD ST / HARRISON ST,-122.41205070457,37.754230270267
2005-04-23 02:20:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Saturday,BAYVIEW,UNFOUNDED,100 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
2008-04-20 10:45:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409849441655,37.78327552025671
2008-02-21 20:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HOWARD ST,-122.391004273278,37.7925182655105
2011-10-20 19:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,CENTRAL,NONE,700 Block of POST ST,-122.41417943719,37.787502483207
2014-03-18 13:00:00,MISSING PERSON,FOUND PERSON,Tuesday,PARK,LOCATED,0 Block of SHRADER ST,-122.452839772389,37.7745145380854
2010-02-23 10:20:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,0 Block of CARR ST,-122.396888581292,37.7217457711253
2003-09-18 09:45:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,INGLESIDE,NONE,1100 Block of BRUSSELS ST,-122.401913102892,37.71808868309
2013-11-13 07:21:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,1900 Block of MISSION ST,-122.41967661615,37.7658510977435
2007-06-29 22:40:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN,"ARREST, BOOKED",CEDAR ST / LARKIN ST,-122.418182397674,37.7865662290665
2010-10-09 09:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,NORTHERN,NONE,1900 Block of CALIFORNIA ST,-122.426443057897,37.7897911344351
2013-08-22 10:00:00,ASSAULT,THREATS AGAINST LIFE,Thursday,CENTRAL,NONE,600 Block of SUTTER ST,-122.411068869703,37.78885570426971
2006-10-17 12:27:00,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",6TH ST / JESSIE ST,-122.409247675547,37.7813987340892
2013-06-14 02:05:00,MISSING PERSON,MISSING ADULT,Friday,SOUTHERN,LOCATED,0 Block of DORE ST,-122.413045971966,37.7738617771611
2014-11-24 10:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,800 Block of SUTTER ST,-122.414390137578,37.7885452792081
2004-03-17 10:05:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.409536662692,37.78269112134721
2010-01-15 06:15:00,MISSING PERSON,FOUND PERSON,Friday,PARK,LOCATED,800 Block of CENTRAL AV,-122.444994681535,37.77743975916521
2011-10-31 14:53:00,ASSAULT,STALKING,Monday,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.422102908674,37.73725402565629
2014-11-29 00:45:00,ASSAULT,THREATS AGAINST LIFE,Saturday,TARAVAL,NONE,1800 Block of OCEAN AV,-122.461766854449,37.7250139656347
2007-04-30 20:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2100 Block of STOCKTON ST,-122.410287372543,37.8055631894395
2004-07-21 18:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,100 Block of CALIFORNIA ST,-122.39821721889,37.793486649905
2005-11-01 11:38:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Tuesday,BAYVIEW,NONE,0 Block of BRIDGEVIEW DR,-122.394489811833,37.7347973986896
2004-01-07 12:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2004-08-31 16:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,BAYVIEW,NONE,1100 Block of OAKDALE AV,-122.382192583973,37.7298874272325
2006-10-02 12:48:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.41506687647,37.7835634796332
2013-10-17 23:30:00,OTHER OFFENSES,CONTRIBUTING TO THE DELINQUENCY OF MINOR,Thursday,INGLESIDE,"ARREST, BOOKED",300 Block of CAPISTRANO AV,-122.438469905825,37.7261852721945
2011-08-28 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,800 Block of RUTLAND ST,-122.407743267152,37.7120275326626
2013-01-08 13:47:00,WARRANTS,WARRANT ARREST,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,-122.45353456066002,37.76916629780521
2014-01-10 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,PINE ST / LARKIN ST,-122.418844748098,37.7898297669592
2013-05-17 01:26:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,MISSION,NONE,0 Block of HOFF ST,-122.420575720933,37.7641819463712
2013-07-22 14:45:00,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Monday,MISSION,NONE,200 Block of VALENCIA ST,-122.422158645677,37.7684403915766
2009-04-17 21:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED",300 Block of MASON ST,-122.409756223507,37.786912692426704
2014-09-17 08:28:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,MARKET ST / FRONT ST,-122.398266681678,37.791714850209104
2006-02-26 06:49:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,SOUTHERN,NONE,0 Block of 6TH ST,-122.40950430935,37.781526271747
2007-05-05 22:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,RICHMOND,"ARREST, CITED",36TH AV / CABRILLO ST,-122.496114428108,37.7738946706108
2004-11-09 08:54:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,NONE,3RD ST / 19TH ST,-122.388688712404,37.7617681628911
2007-08-26 12:00:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Sunday,MISSION,NONE,3300 Block of 23RD ST,-122.419154926676,37.75385791676421
2013-06-25 11:50:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.405395493939,37.7835100715421
2014-01-07 18:50:00,OTHER OFFENSES,CONSPIRACY,Tuesday,CENTRAL,"ARREST, BOOKED",1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2009-01-22 19:13:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,MISSION,"ARREST, CITED",FOLSOM ST / 19TH ST,-122.414845139206,37.7605000725995
2014-08-21 12:30:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Thursday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.409791662293,37.7985083480435
2012-12-11 17:58:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TENDERLOIN,"ARREST, CITED",100 Block of STOCKTON ST,-122.40642786236,37.78710945429
2008-03-05 00:41:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,CENTRAL,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.418467747931,37.7879652569797
2006-02-10 22:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE,SUTTER ST / TAYLOR ST,-122.411888791823,37.788808290379706
2011-06-19 06:00:00,VANDALISM,DAMAGE TO PARKING METERS,Sunday,CENTRAL,NONE,VALLEJO ST / GRANT AV,-122.407208951402,37.7987756652736
2014-06-15 18:42:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,"ARREST, BOOKED",1600 Block of MARIPOSA ST,-122.399551270669,37.7636221197676
2011-07-31 08:55:00,WEAPON LAWS,POSSESSION OF AIR GUN,Sunday,SOUTHERN,"ARREST, CITED",MARKET ST / 6TH ST,-122.41029351969,37.7822305870036
2014-05-03 11:36:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,CENTRAL,PSYCHOPATHIC CASE,100 Block of CALIFORNIA ST,-122.39821721889,37.793486649905
2010-08-28 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE,THE EMBARCADERONORTH ST / JEFFERSON ST,-122.412527239682,37.80862505954671
2003-10-19 02:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.410135236377,37.78418890752671
2005-12-28 17:30:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,PARK,NONE,1600 Block of TURK ST,-122.43627497948098,37.7800247331065
2010-05-18 03:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE,2300 Block of MARKET ST,-122.434229003953,37.7634850137846
2008-07-09 12:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,1500 Block of LOMBARD ST,-122.426995326766,37.80087263276921
2007-01-14 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,INGLESIDE,NONE,100 Block of LAIDLEY ST,-122.429058209532,37.7395288770786
2010-10-23 00:01:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Saturday,CENTRAL,"ARREST, BOOKED",600 Block of COLUMBUS AV,-122.410534621364,37.80061562136871
2014-10-18 15:10:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,CENTRAL,NONE,PACIFIC AV / POWELL ST,-122.410078900052,37.7964932384054
2013-11-14 09:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1600 Block of NORTHPOINT ST,-122.434373730368,37.8039804628387
2010-01-17 01:20:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Sunday,NORTHERN,"ARREST, CITED",BUSH ST / POLK ST,-122.420307355721,37.788698951164704
2003-06-10 09:51:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,SOUTHERN,"ARREST, CITED",900 Block of BRANNAN ST,-122.406179415424,37.7706221909544
2011-04-09 01:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,0 Block of FRATESSA CT,-122.400194584451,37.715889896585104
2009-12-22 11:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,BAYVIEW,"ARREST, BOOKED",3RD ST / MCKINNON AV,-122.39014671644,37.7363908050669
2008-05-17 18:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.406212878217,37.786037162351896
2011-03-07 11:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2009-09-16 11:05:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Wednesday,SOUTHERN,"ARREST, CITED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2009-05-15 17:01:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of ELLIS ST,-122.410323495232,37.7851225223607
2013-06-27 18:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,TARAVAL,NONE,0 Block of CHUMASERO DR,-122.472875861339,37.713317784448
2007-11-17 15:18:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, CITED",0 Block of POWELL ST,-122.407707096397,37.785103454566105
2015-04-17 14:43:00,ASSAULT,BATTERY,Friday,MISSION,NONE,600 Block of SHOTWELL ST,-122.41577026404,37.7580118295123
2003-12-11 10:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE,1400 Block of BRYANT ST,-122.410702462011,37.7686113896564
2015-02-03 22:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,NORTHERN,NONE,CALIFORNIA ST / WEBSTER ST,-122.432197427681,37.7891145189861
2004-04-03 16:35:00,FRAUD,FALSE ID TO PEACE OFFICER,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103
2013-02-08 17:44:00,ARSON,ARSON,Friday,MISSION,NONE,1000 Block of DOUGLASS ST,-122.438274166152,37.7482361406763
2014-05-17 13:24:00,ASSAULT,BATTERY,Saturday,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2014-08-20 23:40:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Wednesday,MISSION,"ARREST, CITED",ALABAMA ST / MARIPOSA ST,-122.412173946265,37.7629167766586
2005-07-26 17:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,PARK,NONE,200 Block of BUENAVISTAEAST AV,-122.438678934886,37.7684751321758
2007-06-27 10:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2013-12-10 17:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE,3000 Block of JACKSON ST,-122.445302316297,37.7910473410285
2005-09-11 01:32:00,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Sunday,CENTRAL,"ARREST, BOOKED",BROADWAY ST / COLUMBUS AV,-122.406669739958,37.797864174416496
2003-09-07 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,0 Block of COLERIDGE ST,-122.419090461302,37.7445598689955
2015-03-16 02:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,NONE,SOMERSET ST / WAYLAND ST,-122.407058676575,37.7253997700236
2010-12-04 16:20:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,TARAVAL,"ARREST, BOOKED",3200 Block of 20TH AV,-122.475647460786,37.7285280627465
2013-09-30 12:42:00,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Monday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2012-06-29 21:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,CALIFORNIA ST / DIVISADERO ST,-122.440442684037,37.7880671350434
2010-07-26 00:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,RICHMOND,NONE,2400 Block of BUSH ST,-122.437596963153,37.7865485866412
2005-05-07 22:40:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Saturday,MISSION,"ARREST, CITED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2007-09-06 10:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.407545855931,37.784401179486
2010-03-13 04:45:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,NORTHERN,NONE,1500 Block of VALLEJO ST,-122.4227858828,37.7967391692509
2014-06-28 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,400 Block of 24TH AV,-122.483800564255,37.78108811211551
2007-04-19 11:34:00,WARRANTS,WARRANT ARREST,Thursday,BAYVIEW,"ARREST, BOOKED",100 Block of MIDDLEPOINT RD,-122.379348616728,37.7348543299922
2013-03-22 12:50:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,MISSION,NONE,1200 Block of POTRERO AV,-122.406345654667,37.75234836541609
2011-12-15 08:05:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Thursday,MISSION,"ARREST, CITED",200 Block of CAPP ST,-122.418277910521,37.762695287595
2006-12-26 12:07:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,MISSION,"ARREST, BOOKED",17TH ST / MISSION ST,-122.419515708406,37.7634292328496
2015-04-29 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,300 Block of LOUISBURG ST,-122.45106073931002,37.7188554080533
2014-04-28 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.406681057265,37.755343095442
2004-02-05 16:40:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,BAYVIEW,"ARREST, BOOKED",900 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
2009-02-20 00:01:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2010-09-20 01:10:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Monday,NORTHERN,"ARREST, BOOKED",TURK ST / STEINER ST,-122.433784764382,37.7802873652863
2013-07-26 22:39:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,NONE,18TH ST / GUERRERO ST,-122.423803001901,37.7615655928045
2007-10-21 21:51:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE,1400 Block of MARKET ST,-122.418480564808,37.775898446204
2013-03-22 08:25:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Friday,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
2014-08-19 12:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,NORTHERN,"ARREST, BOOKED",AUSTIN ST / VANNESS AV,-122.422048136471,37.7889562657672
2013-06-15 01:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE,600 Block of MADRID ST,-122.434641437043,37.7192985938865
2007-06-13 13:58:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2008-11-11 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE,2400 Block of PACIFIC AV,-122.435584158103,37.7932942133382
2005-12-26 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,ALVARADO ST / CASTRO ST,-122.434317157108,37.7536883616764
2003-11-13 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE,1600 Block of ARMSTRONG AV,-122.392862620754,37.7266458218535
2012-07-28 19:01:00,OTHER OFFENSES,RESISTING ARREST,Saturday,MISSION,"ARREST, BOOKED",800 Block of SOUTH VAN NESS AV,-122.417016663517,37.7595460924587
2005-02-10 10:30:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Thursday,CENTRAL,"ARREST, BOOKED",300 Block of NORTHPOINT ST,-122.412990485646,37.8067086804537
2013-11-13 07:24:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",5TH ST / SHIPLEY ST,-122.402842748428,37.7798294192767
2006-10-20 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE,13TH ST / FOLSOM ST,-122.415577809808,37.7695914543814
2010-10-23 13:10:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.405832474482,37.7857446545609
2004-06-12 18:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE,0 Block of WATCHMAN WY,-122.395251009931,37.75534435195679
2008-05-30 15:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,RICHMOND,"ARREST, CITED",FULTON ST / 40TH AV,-122.500256717719,37.7718329054737
2009-07-22 16:30:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.7842973843312
2006-05-07 14:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,BUSH ST / LYON ST,-122.445021746137,37.78554692254
2010-11-29 09:50:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,400 Block of 3RD ST,-122.397162566849,37.7822976357606
2011-02-11 10:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.447526215895,37.7116676649678
2006-07-13 15:35:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.412192555721,37.7816045741252
2004-07-20 08:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,1900 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531
2003-03-07 14:45:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Friday,SOUTHERN,NONE,900 Block of MARKET ST,-122.409708423721,37.78282764988379
2011-08-27 13:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,NONE,100 Block of SAGAMORE ST,-122.457549394033,37.7113425339599
2011-03-12 15:06:00,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Saturday,RICHMOND,"ARREST, BOOKED",1600 Block of LYON ST,-122.445184317132,37.786015018313606
2012-05-15 02:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,CENTRAL,"ARREST, BOOKED",BUSH ST / STOCKTON ST,-122.407152172242,37.7903655795398
2006-07-02 15:58:00,MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,NONE,RHODEISLAND ST / 25TH ST,-122.401365903145,37.7520188141299
2008-07-27 17:41:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,CENTRAL,"ARREST, BOOKED",HYDE ST / GEARY ST,-122.416452065595,37.7863086885804
2013-05-16 09:17:00,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.7840890366868
2012-06-01 14:25:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,1000 Block of NEWHALL ST,-122.390301651188,37.7378798984148
2008-10-30 16:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,SOUTHERN,NONE,0 Block of 6TH ST,-122.410041631816,37.78195365372571
2012-01-28 21:53:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,INGLESIDE,"ARREST, BOOKED",ONONDAGA AV / MISSION ST,-122.437461502349,37.7211650807414
2013-04-17 14:49:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413259498719,37.7829514828801
2004-02-17 15:15:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,TARAVAL,NONE,BROTHERHOOD WAY / JUNIPERO SERRA BL,-122.471246211096,37.7127482227508
2010-08-23 17:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,NORTHERN,NONE,POLK ST / UNION ST,-122.422340020122,37.7987607166938
2007-12-30 16:00:00,OTHER OFFENSES,RESISTING ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",POWELL ST / MARKET ST,-122.407545855931,37.784401179486
2012-12-29 20:55:00,WARRANTS,WARRANT ARREST,Saturday,CENTRAL,"ARREST, CITED",300 Block of POST ST,-122.407612885387,37.7884486019705
2007-01-09 13:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,MISSION,NONE,600 Block of GUERRERO ST,-122.423602137138,37.7607578152257
2011-11-06 15:16:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,MISSION,NONE,1700 Block of BRYANT ST,-122.410493034063,37.7649413585284
2011-09-21 19:20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,3400 Block of CESAR CHAVEZ ST,-122.419729483816,37.748221370415294
2007-09-19 19:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2005-08-14 21:44:00,NON-CRIMINAL,AIDED CASE,Sunday,SOUTHERN,PSYCHOPATHIC CASE,1200 Block of HOWARD ST,-122.412447373124,37.775633673443
2005-09-07 16:30:00,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Wednesday,MISSION,"ARREST, BOOKED",SAN BRUNO AV / 15TH ST,-122.4057096102,37.767199525299
2013-05-03 13:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED",LANE ST / PALOU AV,-122.389038124217,37.732919999818
2006-02-07 12:00:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Tuesday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2008-07-13 05:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,GUERRERO ST / 26TH ST,-122.42257233421302,37.7487740050495
2014-08-19 20:28:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2007-02-11 16:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2009-12-24 01:50:00,ASSAULT,BATTERY,Thursday,NORTHERN,"ARREST, BOOKED",1800 Block of WASHINGTON ST,-122.423721283984,37.792997949977
